SN,District,Administrative Division,Position,Ward,Age,Gender,Party,Votes,Status
3,Bardiya,Barbardiya Urban Municipality,Ward President,1,61,M,Communist Party of Nepal (Maoist Centre),1107,Elected
4,Bardiya,Barbardiya Urban Municipality,Ward Member,1,45,M,Communist Party of Nepal (Maoist Centre),1089,Elected
5,Bardiya,Barbardiya Urban Municipality,Ward Member,1,37,M,Communist Party of Nepal (Maoist Centre),1072,Elected
6,Bardiya,Barbardiya Urban Municipality,Female Ward Member,1,33,F,Communist Party of Nepal (Maoist Centre),1088,Elected
7,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,1,34,F,Communist Party of Nepal (Maoist Centre),1132,Elected
8,Bardiya,Barbardiya Urban Municipality,Ward President,2,49,M,Communist Party of Nepal (Maoist Centre),1338,Elected
9,Bardiya,Barbardiya Urban Municipality,Ward Member,2,47,M,Communist Party of Nepal (Maoist Centre),1327,Elected
10,Bardiya,Barbardiya Urban Municipality,Ward Member,2,46,M,Communist Party of Nepal (Maoist Centre),1299,Elected
11,Bardiya,Barbardiya Urban Municipality,Female Ward Member,2,36,F,Communist Party of Nepal (Maoist Centre),1369,Elected
12,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,2,30,F,Communist Party of Nepal (Maoist Centre),1379,Elected
13,Bardiya,Barbardiya Urban Municipality,Ward President,3,36,M,Communist Party of Nepal (Maoist Centre),979,Elected
14,Bardiya,Barbardiya Urban Municipality,Ward Member,3,60,M,Communist Party of Nepal (Maoist Centre),993,Elected
15,Bardiya,Barbardiya Urban Municipality,Ward Member,3,55,M,Communist Party of Nepal (Maoist Centre),959,Elected
16,Bardiya,Barbardiya Urban Municipality,Female Ward Member,3,35,F,Communist Party of Nepal (Maoist Centre),1014,Elected
17,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,3,32,F,Communist Party of Nepal (Maoist Centre),1023,Elected
18,Bardiya,Barbardiya Urban Municipality,Ward President,4,38,M,Communist Party of Nepal (Maoist Centre),1188,Elected
19,Bardiya,Barbardiya Urban Municipality,Ward Member,4,46,M,Communist Party of Nepal (Maoist Centre),1130,Elected
20,Bardiya,Barbardiya Urban Municipality,Ward Member,4,50,M,Communist Party of Nepal (Maoist Centre),1068,Elected
21,Bardiya,Barbardiya Urban Municipality,Female Ward Member,4,32,F,Communist Party of Nepal (Maoist Centre),1140,Elected
22,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,4,43,F,Communist Party of Nepal (Maoist Centre),1156,Elected
23,Bardiya,Barbardiya Urban Municipality,Ward President,5,52,M,Communist Party of Nepal (Maoist Centre),927,Elected
24,Bardiya,Barbardiya Urban Municipality,Ward Member,5,35,F,Communist Party of Nepal (Maoist Centre),930,Elected
25,Bardiya,Barbardiya Urban Municipality,Ward Member,5,45,M,Communist Party of Nepal (Maoist Centre),927,Elected
26,Bardiya,Barbardiya Urban Municipality,Female Ward Member,5,37,F,Communist Party of Nepal (Maoist Centre),983,Elected
27,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,5,41,F,Communist Party of Nepal (Maoist Centre),959,Elected
28,Bardiya,Barbardiya Urban Municipality,Ward President,6,51,M,Communist Party of Nepal (UML),1157,Elected
29,Bardiya,Barbardiya Urban Municipality,Ward Member,6,59,M,Communist Party of Nepal (UML),1077,Elected
30,Bardiya,Barbardiya Urban Municipality,Ward Member,6,45,M,Communist Party of Nepal (UML),1057,Elected
31,Bardiya,Barbardiya Urban Municipality,Female Ward Member,6,51,F,Communist Party of Nepal (UML),1082,Elected
32,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,6,37,F,Communist Party of Nepal (UML),1079,Elected
33,Bardiya,Barbardiya Urban Municipality,Ward President,7,47,M,Nepali Congress,1008,Elected
34,Bardiya,Barbardiya Urban Municipality,Ward Member,7,51,M,Nepali Congress,1056,Elected
35,Bardiya,Barbardiya Urban Municipality,Ward Member,7,56,M,Nepali Congress,1020,Elected
36,Bardiya,Barbardiya Urban Municipality,Female Ward Member,7,44,F,Nepali Congress,1025,Elected
37,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,7,53,F,Nepali Congress,1038,Elected
38,Bardiya,Barbardiya Urban Municipality,Ward President,8,56,M,Communist Party of Nepal (UML),872,Elected
39,Bardiya,Barbardiya Urban Municipality,Ward Member,8,54,M,Communist Party of Nepal (UML),850,Elected
40,Bardiya,Barbardiya Urban Municipality,Ward Member,8,37,M,Communist Party of Nepal (UML),839,Elected
41,Bardiya,Barbardiya Urban Municipality,Female Ward Member,8,33,F,Communist Party of Nepal (UML),839,Elected
42,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,8,34,F,Communist Party of Nepal (UML),849,Elected
43,Bardiya,Barbardiya Urban Municipality,Ward President,9,44,M,Communist Party of Nepal (UML),1095,Elected
44,Bardiya,Barbardiya Urban Municipality,Ward Member,9,55,M,Communist Party of Nepal (UML),1099,Elected
45,Bardiya,Barbardiya Urban Municipality,Ward Member,9,60,M,Communist Party of Nepal (UML),1079,Elected
46,Bardiya,Barbardiya Urban Municipality,Female Ward Member,9,40,F,Communist Party of Nepal (UML),1099,Elected
47,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,9,39,F,Communist Party of Nepal (UML),1116,Elected
48,Bardiya,Barbardiya Urban Municipality,Ward President,10,39,M,Communist Party of Nepal (Maoist Centre),1045,Elected
49,Bardiya,Barbardiya Urban Municipality,Ward Member,10,47,M,Communist Party of Nepal (Maoist Centre),1111,Elected
50,Bardiya,Barbardiya Urban Municipality,Ward Member,10,64,M,Communist Party of Nepal (Maoist Centre),1069,Elected
51,Bardiya,Barbardiya Urban Municipality,Female Ward Member,10,31,F,Communist Party of Nepal (Maoist Centre),1071,Elected
52,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,10,26,F,Communist Party of Nepal (Maoist Centre),1089,Elected
53,Bardiya,Barbardiya Urban Municipality,Ward President,11,38,M,Communist Party of Nepal (Maoist Centre),1275,Elected
54,Bardiya,Barbardiya Urban Municipality,Ward Member,11,56,M,Communist Party of Nepal (Maoist Centre),1297,Elected
55,Bardiya,Barbardiya Urban Municipality,Ward Member,11,37,M,Communist Party of Nepal (Maoist Centre),1214,Elected
56,Bardiya,Barbardiya Urban Municipality,Female Ward Member,11,27,F,Communist Party of Nepal (Maoist Centre),1290,Elected
57,Bardiya,Barbardiya Urban Municipality,Dalit Female Ward Member,11,46,F,Communist Party of Nepal (Maoist Centre),1291,Elected
1,Bardiya,Bansgadhi Urban Municipality,Mayor,  ,48,M,Communist Party of Nepal (UML),8775,Elected
2,Bardiya,Bansgadhi Urban Municipality,Vice-Mayor,  ,39,F,Communist Party of Nepal (UML),9292,Elected
3,Bardiya,Bansgadhi Urban Municipality,Ward President,1,29,M,Communist Party of Nepal (Maoist Centre),369,Elected
4,Bardiya,Bansgadhi Urban Municipality,Ward Member,1,41,M,Communist Party of Nepal (Maoist Centre),365,Elected
5,Bardiya,Bansgadhi Urban Municipality,Ward Member,1,64,M,Communist Party of Nepal (UML),359,Elected
6,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,1,36,F,Communist Party of Nepal (UML),362,Elected
7,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,1,33,F,Communist Party of Nepal (Maoist Centre),365,Elected
8,Bardiya,Bansgadhi Urban Municipality,Ward President,2,54,M,Communist Party of Nepal (UML),1175,Elected
9,Bardiya,Bansgadhi Urban Municipality,Ward Member,2,45,M,Communist Party of Nepal (UML),1130,Elected
10,Bardiya,Bansgadhi Urban Municipality,Ward Member,2,54,M,Communist Party of Nepal (UML),1111,Elected
11,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,2,55,F,Communist Party of Nepal (UML),1185,Elected
12,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,2,31,F,Communist Party of Nepal (UML),1164,Elected
13,Bardiya,Bansgadhi Urban Municipality,Ward President,3,50,M,Communist Party of Nepal (UML),1055,Elected
14,Bardiya,Bansgadhi Urban Municipality,Ward Member,3,37,M,Communist Party of Nepal (Maoist Centre),1013,Elected
15,Bardiya,Bansgadhi Urban Municipality,Ward Member,3,48,M,Communist Party of Nepal (Maoist Centre),989,Elected
16,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,3,41,F,Communist Party of Nepal (Maoist Centre),1011,Elected
17,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,3,46,F,Communist Party of Nepal (Maoist Centre),1006,Elected
18,Bardiya,Bansgadhi Urban Municipality,Ward President,4,56,M,Communist Party of Nepal (Maoist Centre),1568,Elected
19,Bardiya,Bansgadhi Urban Municipality,Ward Member,4,53,M,Communist Party of Nepal (Maoist Centre),1570,Elected
20,Bardiya,Bansgadhi Urban Municipality,Ward Member,4,54,M,Communist Party of Nepal (Maoist Centre),1544,Elected
21,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,4,33,F,Communist Party of Nepal (Maoist Centre),1584,Elected
22,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,4,49,F,Communist Party of Nepal (Maoist Centre),1552,Elected
23,Bardiya,Bansgadhi Urban Municipality,Ward President,5,45,M,Communist Party of Nepal (Maoist Centre),906,Elected
24,Bardiya,Bansgadhi Urban Municipality,Ward Member,5,53,M,Communist Party of Nepal (UML),847,Elected
25,Bardiya,Bansgadhi Urban Municipality,Ward Member,5,53,M,Communist Party of Nepal (Maoist Centre),838,Elected
26,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,5,36,F,Communist Party of Nepal (Maoist Centre),845,Elected
27,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,5,34,F,Communist Party of Nepal (Maoist Centre),843,Elected
28,Bardiya,Bansgadhi Urban Municipality,Ward President,6,32,M,Communist Party of Nepal (Maoist Centre),1329,Elected
29,Bardiya,Bansgadhi Urban Municipality,Ward Member,6,53,M,Communist Party of Nepal (Maoist Centre),1329,Elected
30,Bardiya,Bansgadhi Urban Municipality,Ward Member,6,55,M,Communist Party of Nepal (Maoist Centre),1325,Elected
31,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,6,47,F,Communist Party of Nepal (Maoist Centre),1338,Elected
32,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,6,43,F,Communist Party of Nepal (Maoist Centre),1330,Elected
33,Bardiya,Bansgadhi Urban Municipality,Ward President,7,44,M,Nepali Congress,882,Elected
34,Bardiya,Bansgadhi Urban Municipality,Ward Member,7,35,M,Communist Party of Nepal (UML),845,Elected
35,Bardiya,Bansgadhi Urban Municipality,Ward Member,7,56,M,Communist Party of Nepal (UML),786,Elected
36,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,7,47,F,Communist Party of Nepal (UML),829,Elected
37,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,7,38,F,Communist Party of Nepal (UML),842,Elected
38,Bardiya,Bansgadhi Urban Municipality,Ward President,8,54,M,Communist Party of Nepal (UML),1372,Elected
39,Bardiya,Bansgadhi Urban Municipality,Ward Member,8,54,M,Communist Party of Nepal (UML),1453,Elected
40,Bardiya,Bansgadhi Urban Municipality,Ward Member,8,53,M,Communist Party of Nepal (UML),1407,Elected
41,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,8,45,F,Communist Party of Nepal (UML),1473,Elected
42,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,8,50,F,Communist Party of Nepal (UML),1496,Elected
43,Bardiya,Bansgadhi Urban Municipality,Ward President,9,49,M,Communist Party of Nepal (UML),1225,Elected
44,Bardiya,Bansgadhi Urban Municipality,Ward Member,9,53,M,Communist Party of Nepal (UML),1234,Elected
45,Bardiya,Bansgadhi Urban Municipality,Ward Member,9,48,M,Communist Party of Nepal (UML),1203,Elected
46,Bardiya,Bansgadhi Urban Municipality,Female Ward Member,9,45,F,Communist Party of Nepal (UML),1115,Elected
47,Bardiya,Bansgadhi Urban Municipality,Dalit Female Ward Member,9,56,F,Communist Party of Nepal (UML),1214,Elected
1,Bardiya,Madhuwan Urban Municipality,Mayor,  ,34,M,Communist Party of Nepal (Maoist Centre),8431,Elected
2,Bardiya,Madhuwan Urban Municipality,Vice-Mayor,  ,34,F,Communist Party of Nepal (Maoist Centre),7523,Elected
3,Bardiya,Madhuwan Urban Municipality,Ward President,1,40,M,Communist Party of Nepal (Maoist Centre),1060,Elected
4,Bardiya,Madhuwan Urban Municipality,Ward Member,1,32,M,Communist Party of Nepal (Maoist Centre),1102,Elected
5,Bardiya,Madhuwan Urban Municipality,Ward Member,1,53,M,Communist Party of Nepal (Maoist Centre),1096,Elected
6,Bardiya,Madhuwan Urban Municipality,Female Ward Member,1,34,F,Communist Party of Nepal (Maoist Centre),1069,Elected
7,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,1,49,F,Communist Party of Nepal (Maoist Centre),1061,Elected
8,Bardiya,Madhuwan Urban Municipality,Ward President,2,42,M,Communist Party of Nepal (Maoist Centre),884,Elected
9,Bardiya,Madhuwan Urban Municipality,Ward Member,2,42,M,Communist Party of Nepal (Maoist Centre),916,Elected
10,Bardiya,Madhuwan Urban Municipality,Ward Member,2,45,M,Communist Party of Nepal (Maoist Centre),907,Elected
11,Bardiya,Madhuwan Urban Municipality,Female Ward Member,2,27,F,Communist Party of Nepal (Maoist Centre),834,Elected
12,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,2,41,F,Communist Party of Nepal (Maoist Centre),913,Elected
13,Bardiya,Madhuwan Urban Municipality,Ward President,3,43,M,Nepali Congress,848,Elected
14,Bardiya,Madhuwan Urban Municipality,Ward Member,3,61,M,Nepali Congress,890,Elected
15,Bardiya,Madhuwan Urban Municipality,Ward Member,3,29,M,Nepali Congress,864,Elected
16,Bardiya,Madhuwan Urban Municipality,Female Ward Member,3,34,F,Nepali Congress,887,Elected
17,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,3,37,F,Nepali Congress,887,Elected
18,Bardiya,Madhuwan Urban Municipality,Ward President,4,63,M,Communist Party of Nepal (Maoist Centre),1182,Elected
19,Bardiya,Madhuwan Urban Municipality,Ward Member,4,47,M,Communist Party of Nepal (Maoist Centre),1207,Elected
20,Bardiya,Madhuwan Urban Municipality,Ward Member,4,45,M,Communist Party of Nepal (Maoist Centre),1161,Elected
21,Bardiya,Madhuwan Urban Municipality,Female Ward Member,4,44,F,Communist Party of Nepal (Maoist Centre),1226,Elected
22,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,4,37,F,Communist Party of Nepal (Maoist Centre),1223,Elected
23,Bardiya,Madhuwan Urban Municipality,Ward President,5,48,M,Nepali Congress,875,Elected
24,Bardiya,Madhuwan Urban Municipality,Ward Member,5,30,M,Nepali Congress,898,Elected
25,Bardiya,Madhuwan Urban Municipality,Ward Member,5,54,M,Nepali Congress,884,Elected
26,Bardiya,Madhuwan Urban Municipality,Female Ward Member,5,38,F,Nepali Congress,856,Elected
27,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,5,58,F,Nepali Congress,882,Elected
28,Bardiya,Madhuwan Urban Municipality,Ward President,6,37,M,Communist Party of Nepal (UML),827,Elected
29,Bardiya,Madhuwan Urban Municipality,Ward Member,6,59,M,Communist Party of Nepal (UML),793,Elected
30,Bardiya,Madhuwan Urban Municipality,Ward Member,6,44,M,Communist Party of Nepal (UML),791,Elected
31,Bardiya,Madhuwan Urban Municipality,Female Ward Member,6,50,F,Communist Party of Nepal (UML),798,Elected
32,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,6,41,F,Communist Party of Nepal (UML),815,Elected
33,Bardiya,Madhuwan Urban Municipality,Ward President,7,34,M,Communist Party of Nepal (Maoist Centre),1263,Elected
34,Bardiya,Madhuwan Urban Municipality,Ward Member,7,38,M,Communist Party of Nepal (Maoist Centre),1204,Elected
35,Bardiya,Madhuwan Urban Municipality,Ward Member,7,44,M,Communist Party of Nepal (Maoist Centre),1141,Elected
36,Bardiya,Madhuwan Urban Municipality,Female Ward Member,7,47,F,Communist Party of Nepal (Maoist Centre),1207,Elected
37,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,7,44,F,Communist Party of Nepal (Maoist Centre),1223,Elected
38,Bardiya,Madhuwan Urban Municipality,Ward President,8,40,M,Communist Party of Nepal (UML),885,Elected
39,Bardiya,Madhuwan Urban Municipality,Ward Member,8,52,M,Communist Party of Nepal (UML),884,Elected
40,Bardiya,Madhuwan Urban Municipality,Ward Member,8,57,M,Communist Party of Nepal (UML),848,Elected
41,Bardiya,Madhuwan Urban Municipality,Female Ward Member,8,47,F,Communist Party of Nepal (UML),896,Elected
42,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,8,31,F,Communist Party of Nepal (UML),911,Elected
43,Bardiya,Madhuwan Urban Municipality,Ward President,9,47,M,Communist Party of Nepal (UML),1005,Elected
44,Bardiya,Madhuwan Urban Municipality,Ward Member,9,52,M,Communist Party of Nepal (UML),1077,Elected
45,Bardiya,Madhuwan Urban Municipality,Ward Member,9,59,M,Communist Party of Nepal (UML),1044,Elected
46,Bardiya,Madhuwan Urban Municipality,Female Ward Member,9,37,F,Communist Party of Nepal (UML),1023,Elected
47,Bardiya,Madhuwan Urban Municipality,Dalit Female Ward Member,9,58,F,Communist Party of Nepal (UML),1052,Elected
1,Bardiya,Rajapur Urban Municipality,Mayor,  ,41,M,Communist Party of Nepal (Maoist Centre),9535,Elected
2,Bardiya,Rajapur Urban Municipality,Vice-Mayor,  ,32,F,Communist Party of Nepal (Maoist Centre),9360,Elected
3,Bardiya,Rajapur Urban Municipality,Ward President,1,35,M,Nepali Congress,938,Elected
4,Bardiya,Rajapur Urban Municipality,Ward Member,1,32,M,Nepali Congress,955,Elected
5,Bardiya,Rajapur Urban Municipality,Ward Member,1,32,M,Nepali Congress,943,Elected
6,Bardiya,Rajapur Urban Municipality,Female Ward Member,1,44,F,Nepali Congress,939,Elected
7,Bardiya,Rajapur Urban Municipality,Dalit Female Ward Member,1,56,F,Nepali Congress,953,Elected
8,Bardiya,Rajapur Urban Municipality,Ward President,2,48,M,Communist Party of Nepal (Maoist Centre),1061,Elected
9,Bardiya,Rajapur Urban Municipality,Ward Member,2,38,M,Communist Party of Nepal (Maoist Centre),1018,Elected
10,Bardiya,Rajapur Urban Municipality,Ward Member,2,34,M,Communist Party of Nepal (Maoist Centre),1004,Elected
11,Bardiya,Rajapur Urban Municipality,Female Ward Member,2,31,F,Communist Party of Nepal (Maoist Centre),999,Elected
12,Bardiya,Rajapur Urban Municipality,Dalit Female Ward Member,2,36,F,Communist Party of Nepal (Maoist Centre),1029,Elected
13,Bardiya,Rajapur Urban Municipality,Ward President,3,62,M,Nepali Congress,1003,Elected
14,Bardiya,Rajapur Urban Municipality,Ward Member,3,40,M,Nepali Congress,1027,Elected
15,Bardiya,Rajapur Urban Municipality,Ward Member,3,38,M,Nepali Congress,970,Elected
16,Bardiya,Rajapur Urban Municipality,Female Ward Member,3,25,F,Nepali Congress,988,Elected
17,Bardiya,Rajapur Urban Municipality,Dalit Female Ward Member,3,46,F,Nepali Congress,1018,Elected
18,Bardiya,Rajapur Urban Municipality,Ward President,4,45,M,Nepali Congress,1108,Elected
19,Bardiya,Rajapur Urban Municipality,Ward Member,4,46,M,Nepali Congress,1077,Elected
