SN,Province,District,Administrative Division,Position,Ward,Age,Gender,Party,Vote,Status
3952,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,1,36,M,Communist Party of Nepal (UML),583,Elected
3953,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,1,45,F,Communist Party of Nepal (UML),606,Elected
3954,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,1,32,F,Communist Party of Nepal (Maoist Centre),594,Elected
3955,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,2,39,M,Communist Party of Nepal (Maoist Centre),547,Elected
3956,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,2,42,M,Communist Party of Nepal (Maoist Centre),517,Elected
3957,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,2,55,M,Communist Party of Nepal (Maoist Centre),462,Elected
3958,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,2,37,F,Communist Party of Nepal (UML),453,Elected
3959,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,2,26,F,Communist Party of Nepal (Maoist Centre),460,Elected
3960,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,3,38,M,Communist Party of Nepal (Maoist Centre),686,Elected
3961,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,3,34,M,Communist Party of Nepal (Maoist Centre),658,Elected
3962,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,3,40,M,Communist Party of Nepal (Maoist Centre),655,Elected
3963,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,3,32,F,Communist Party of Nepal (Maoist Centre),673,Elected
3964,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,3,37,F,Communist Party of Nepal (Maoist Centre),662,Elected
3965,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,4,57,M,Communist Party of Nepal (Maoist Centre),542,Elected
3966,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,4,52,M,Communist Party of Nepal (Maoist Centre),564,Elected
3967,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,4,45,M,Communist Party of Nepal (Maoist Centre),536,Elected
3968,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,4,35,F,Communist Party of Nepal (Maoist Centre),592,Elected
3969,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,4,35,F,Communist Party of Nepal (Maoist Centre),577,Elected
3970,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,5,53,M,Communist Party of Nepal (UML),771,Elected
3971,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,5,37,M,Communist Party of Nepal (UML),745,Elected
3972,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,5,63,M,Communist Party of Nepal (UML),744,Elected
3973,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,5,60,F,Communist Party of Nepal (UML),754,Elected
3974,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,5,47,F,Communist Party of Nepal (UML),764,Elected
3975,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,6,38,M,Communist Party of Nepal (UML),484,Elected
3976,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,6,36,M,Communist Party of Nepal (UML),514,Elected
3977,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,6,39,M,Communist Party of Nepal (UML),500,Elected
3978,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,6,33,F,Communist Party of Nepal (UML),514,Elected
3979,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,6,40,F,Communist Party of Nepal (UML),517,Elected
3980,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,7,37,M,Communist Party of Nepal (Maoist Centre),566,Elected
3981,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,7,26,M,Communist Party of Nepal (Maoist Centre),598,Elected
3982,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,7,45,M,Communist Party of Nepal (Maoist Centre),577,Elected
3983,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,7,45,F,Communist Party of Nepal (Maoist Centre),590,Elected
3984,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,7,34,F,Communist Party of Nepal (Maoist Centre),594,Elected
3985,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,8,47,M,Communist Party of Nepal (Maoist Centre),386,Elected
3986,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,8,42,M,Communist Party of Nepal (Maoist Centre),428,Elected
3987,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,8,31,M,Communist Party of Nepal (Maoist Centre),407,Elected
3988,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,8,32,F,Communist Party of Nepal (Maoist Centre),408,Elected
3989,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,8,52,F,Communist Party of Nepal (Maoist Centre),417,Elected
3990,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,9,36,M,Communist Party of Nepal (UML),256,Elected
3991,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,9,31,F,Communist Party of Nepal (UML),254,Elected
3992,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,9,47,M,Communist Party of Nepal (UML),235,Elected
3993,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,9,36,F,Communist Party of Nepal (UML),267,Elected
3994,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,9,53,F,Communist Party of Nepal (UML),259,Elected
3995,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,10,52,M,Communist Party of Nepal (Maoist Centre),211,Elected
3996,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,10,50,F,Communist Party of Nepal (UML),250,Elected
3997,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,10,48,M,Communist Party of Nepal (UML),237,Elected
3998,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,10,36,F,Communist Party of Nepal (UML),243,Elected
3999,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,10,40,F,Communist Party of Nepal (UML),242,Elected
4000,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,11,41,M,Communist Party of Nepal (Maoist Centre),602,Elected
4001,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,11,52,M,Communist Party of Nepal (Maoist Centre),527,Elected
4002,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,11,31,M,Communist Party of Nepal (Maoist Centre),526,Elected
4003,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,11,33,F,Communist Party of Nepal (Maoist Centre),572,Elected
4004,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,11,36,F,Communist Party of Nepal (Maoist Centre),570,Elected
4005,Province 2,Sarlahi,Bagmati Urban Municipality,Ward President,12,37,M,Communist Party of Nepal (Maoist Centre),532,Elected
4006,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,12,35,M,Communist Party of Nepal (Maoist Centre),482,Elected
4007,Province 2,Sarlahi,Bagmati Urban Municipality,Ward Member,12,34,M,Communist Party of Nepal (Maoist Centre),470,Elected
4008,Province 2,Sarlahi,Bagmati Urban Municipality,Female Ward Member,12,40,F,Communist Party of Nepal (Maoist Centre),501,Elected
4009,Province 2,Sarlahi,Bagmati Urban Municipality,Dalit Female Ward Member,12,35,F,Communist Party of Nepal (Maoist Centre),510,Elected
4010,Province 2,Sarlahi,Bhrapuri Rural Municipality,Mayor,,39,M,"Rastriya Janata Party, Nepal","4,237",Elected
4011,Province 2,Sarlahi,Bhrapuri Rural Municipality,Vice-Mayor,,41,F,"Rastriya Janata Party, Nepal","4,343",Elected
4012,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,1,45,M,"Rastriya Janata Party, Nepal",454,Elected
4013,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,1,68,M,"Rastriya Janata Party, Nepal",472,Elected
4014,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,1,78,M,Rastriya Prajatantra Party (Democratic),375,Elected
4015,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,1,44,F,"Rastriya Janata Party, Nepal",494,Elected
4016,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,1,39,F,"Rastriya Janata Party, Nepal",492,Elected
4017,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,2,57,M,"Rastriya Janata Party, Nepal",769,Elected
4018,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,2,47,M,"Rastriya Janata Party, Nepal",804,Elected
4019,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,2,34,M,"Rastriya Janata Party, Nepal",786,Elected
4020,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,2,45,F,"Rastriya Janata Party, Nepal",876,Elected
4021,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,2,46,F,"Rastriya Janata Party, Nepal",877,Elected
4022,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,3,40,M,"Rastriya Janata Party, Nepal",562,Elected
4023,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,3,71,M,"Rastriya Janata Party, Nepal",493,Elected
4024,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,3,47,M,"Rastriya Janata Party, Nepal",457,Elected
4025,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,3,33,F,"Rastriya Janata Party, Nepal",522,Elected
4026,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,3,65,F,"Rastriya Janata Party, Nepal",510,Elected
4027,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,4,50,M,"Rastriya Janata Party, Nepal",743,Elected
4028,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,4,39,M,"Rastriya Janata Party, Nepal",750,Elected
4029,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,4,39,M,"Rastriya Janata Party, Nepal",727,Elected
4030,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,4,55,F,"Rastriya Janata Party, Nepal",738,Elected
4031,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,4,40,F,"Rastriya Janata Party, Nepal",744,Elected
4032,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,5,45,M,"Rastriya Janata Party, Nepal",456,Elected
4033,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,5,57,M,"Rastriya Janata Party, Nepal",441,Elected
4034,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,5,72,M,"Rastriya Janata Party, Nepal",427,Elected
4035,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,5,54,F,"Rastriya Janata Party, Nepal",445,Elected
4036,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,5,36,F,"Rastriya Janata Party, Nepal",451,Elected
4037,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,6,36,M,"Rastriya Janata Party, Nepal",655,Elected
4038,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,6,39,M,"Rastriya Janata Party, Nepal",703,Elected
4039,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,6,37,M,"Rastriya Janata Party, Nepal",646,Elected
4040,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,6,48,F,"Rastriya Janata Party, Nepal",704,Elected
4041,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,6,58,F,"Rastriya Janata Party, Nepal",694,Elected
4042,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward President,7,33,M,"Rastriya Janata Party, Nepal",466,Elected
4043,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,7,56,M,"Rastriya Janata Party, Nepal",561,Elected
4044,Province 2,Sarlahi,Bhrapuri Rural Municipality,Ward Member,7,37,M,"Rastriya Janata Party, Nepal",466,Elected
4045,Province 2,Sarlahi,Bhrapuri Rural Municipality,Female Ward Member,7,41,F,"Rastriya Janata Party, Nepal",498,Elected
4046,Province 2,Sarlahi,Bhrapuri Rural Municipality,Dalit Female Ward Member,7,46,F,"Rastriya Janata Party, Nepal",499,Elected
4047,Province 2,Sarlahi,Malangawa Urban Municipality,Mayor,,54,M,Nepali Congress,"4,244",Elected
4048,Province 2,Sarlahi,Malangawa Urban Municipality,Vice Mayor,,62,F,Nepali Congress,"3,782",Elected
4049,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,1,45,M,"Rastriya Janata Party, Nepal",249,Elected
4050,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,1,61,M,"Rastriya Janata Party, Nepal",231,Elected
4051,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,1,40,M,"Rastriya Janata Party, Nepal",214,Elected
4052,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,1,31,F,"Rastriya Janata Party, Nepal",243,Elected
4053,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,1,50,F,"Rastriya Janata Party, Nepal",241,Elected
4054,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,2,41,M,"Rastriya Janata Party, Nepal",289,Elected
4055,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,2,40,M,Nepali Congress,192,Elected
4056,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,2,52,M,"Rastriya Janata Party, Nepal",164,Elected
4057,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,2,33,F,Nepali Congress,246,Elected
4058,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,3,38,M,Nepali Congress,386,Elected
4059,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,3,44,M,Nepali Congress,319,Elected
4060,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,3,58,M,Nepali Congress,319,Elected
4061,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,3,61,F,Nepali Congress,340,Elected
4062,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,3,44,F,Nepali Congress,349,Elected
4063,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,4,38,M,"Rastriya Janata Party, Nepal",427,Elected
4064,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,4,46,M,"Rastriya Janata Party, Nepal",398,Elected
4065,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,4,46,M,"Rastriya Janata Party, Nepal",343,Elected
4066,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,4,34,F,"Rastriya Janata Party, Nepal",338,Elected
4067,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,4,47,F,"Rastriya Janata Party, Nepal",354,Elected
4068,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,5,33,M,Communist Party of Nepal (Maoist Centre),245,Elected
4069,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,5,60,M,Communist Party of Nepal (Maoist Centre),242,Elected
4070,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,5,49,M,"Rastriya Janata Party, Nepal",220,Elected
4071,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,5,47,F,"Rastriya Janata Party, Nepal",254,Elected
4072,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,5,41,F,Communist Party of Nepal (Maoist Centre),241,Elected
4073,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,6,62,M,Nepali Congress,955,Elected
4074,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,6,67,M,Nepali Congress,903,Elected
4075,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,6,36,M,Nepali Congress,847,Elected
4076,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,6,47,F,Nepali Congress,915,Elected
4077,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,6,70,F,Nepali Congress,885,Elected
4078,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,7,44,M,"Rastriya Janata Party, Nepal",565,Elected
4079,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,7,60,M,"Rastriya Janata Party, Nepal",588,Elected
4080,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,7,64,M,"Rastriya Janata Party, Nepal",578,Elected
4081,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,7,30,F,"Rastriya Janata Party, Nepal",610,Elected
4082,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,7,36,F,"Rastriya Janata Party, Nepal",609,Elected
4083,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,8,50,M,Nepali Congress,193,Elected
4084,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,8,39,M,Communist Party of Nepal (Maoist Centre),194,Elected
4085,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,8,41,M,Communist Party of Nepal (Maoist Centre),169,Elected
4086,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,8,63,F,Nepali Congress,198,Elected
4087,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,8,42,F,Nepali Congress,215,Elected
4088,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,9,44,M,Independent,236,Elected
4089,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,9,45,M,"Rastriya Janata Party, Nepal",220,Elected
4090,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,9,52,M,"Rastriya Janata Party, Nepal",179,Elected
4091,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,9,39,F,"Rastriya Janata Party, Nepal",219,Elected
4092,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,9,37,F,"Rastriya Janata Party, Nepal",0,Unopposed
4093,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,10,36,M,Nepali Janata Dal,190,Elected
4094,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,10,32,M,Nepali Janata Dal,116,Elected
4095,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,10,58,M,"Rastriya Janata Party, Nepal",114,Elected
4096,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,10,64,F,"Rastriya Janata Party, Nepal",107,Elected
4097,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,10,26,F,Communist Party of Nepal (UML),0,Unopposed
4098,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,11,43,M,Nepali Congress,880,Elected
4099,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,11,53,M,Nepali Congress,768,Elected
4100,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,11,66,M,Nepali Congress,691,Elected
4101,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,11,61,F,Nepali Congress,763,Elected
4102,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,11,53,F,Nepali Congress,783,Elected
4103,Province 2,Sarlahi,Malangawa Urban Municipality,Ward President,12,35,M,Nepali Congress,570,Elected
4104,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,12,41,M,Nepali Congress,544,Elected
4105,Province 2,Sarlahi,Malangawa Urban Municipality,Ward Member,12,67,M,Nepali Congress,524,Elected
4106,Province 2,Sarlahi,Malangawa Urban Municipality,Female Ward Member,12,62,F,Nepali Congress,547,Elected
4107,Province 2,Sarlahi,Malangawa Urban Municipality,Dalit Female Ward Member,12,58,F,Nepali Congress,554,Elected
4108,Province 2,Sarlahi,Ramnagar Rural Municipality,Mayor,,65,M,Nepali Congress,"3,983",Elected
